dataset,queries,method,depth,metric,mean,paired_difference_from_full,paired_difference_ci95_low,paired_difference_ci95_high,primary_eligible,candidate_union_contains_full,membership_exact,ordered_exact,ordered_exact_ci95_low,ordered_exact_ci95_high,longest_exact_prefix,full_membership_recall,source_sha256
nfcorpus,323,fixed-L200,200,Recall@100,0.31734596415431665,0.00047195890477038326,-0.0033586409159521206,0.004271445332275432,1,1.0,0.739938080495356,0.6439628482972136,0.5903324603186635,0.6942091652620128,16.58513931888545,0.9704334365325079,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L500,500,nDCG@10,0.36619015999796756,-0.00034414371504277666,-0.001680750154039804,0.0005849174695375159,1,1.0,0.8730650154798761,0.7678018575851393,0.7187706822727418,0.8105379330547529,17.88235294117647,0.9908668730650155,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L500,500,MRR@10,0.5768895277409208,-0.0012899896800825593,-0.0046439628482972135,0.0007739938080495354,1,1.0,0.8730650154798761,0.7678018575851393,0.7187706822727418,0.8105379330547529,17.88235294117647,0.9908668730650155,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L500,500,Recall@100,0.3163640310899262,-0.0005099741596200426,-0.0015416259098513805,0.0005029892433148574,1,1.0,0.8730650154798761,0.7678018575851393,0.7187706822727418,0.8105379330547529,17.88235294117647,0.9908668730650155,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L1000,1000,nDCG@10,0.36619387943367865,-0.0003404242793317339,-0.0016539172753428485,0.000595642929083827,1,1.0,0.9287925696594427,0.8421052631578947,0.7983486505531631,0.8778201586224225,18.57894736842105,0.9959752321981425,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L1000,1000,MRR@10,0.5766315298049043,-0.0015479876160990713,-0.0046439628482972135,0.0,1,1.0,0.9287925696594427,0.8421052631578947,0.7983486505531631,0.8778201586224225,18.57894736842105,0.9959752321981425,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L1000,1000,Recall@100,0.31655816318278523,-0.00031584206676110125,-0.0008572259256207904,0.00016274712379184912,1,1.0,0.9287925696594427,0.8421052631578947,0.7983486505531631,0.8778201586224225,18.57894736842105,0.9959752321981425,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L2000,2000,nDCG@10,0.36650413921177066,-3.0164501239654408e-05,-9.049350371896323e-05,0.0,1,1.0,0.9659442724458205,0.9226006191950464,0.888240529355002,0.9470268231560157,19.405572755417957,0.998297213622291,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L2000,2000,MRR@10,0.5781795174210034,0.0,0.0,0.0,1,1.0,0.9659442724458205,0.9226006191950464,0.888240529355002,0.9470268231560157,19.405572755417957,0.998297213622291,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L2000,2000,Recall@100,0.31703562378626315,0.00016161853671683646,0.0,0.00038815330980450564,1,1.0,0.9659442724458205,0.9226006191950464,0.888240529355002,0.9470268231560157,19.405572755417957,0.998297213622291,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L5000,5000,nDCG@10,0.3665343037130104,0.0,0.0,0.0,1,1.0,1.0,1.0,0.9882467211027792,1.0,20.0,1.0,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L5000,5000,MRR@10,0.5781795174210034,0.0,0.0,0.0,1,1.0,1.0,1.0,0.9882467211027792,1.0,20.0,1.0,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,fixed-L5000,5000,Recall@100,0.3168740052495463,0.0,0.0,0.0,1,1.0,1.0,1.0,0.9882467211027792,1.0,20.0,1.0,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,full-wrrf,,nDCG@10,0.3665343037130104,0.0,0.0,0.0,1,,,,,,,,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,full-wrrf,,MRR@10,0.5781795174210034,0.0,0.0,0.0,1,,,,,,,,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
nfcorpus,323,full-wrrf,,Recall@100,0.3168740052495463,0.0,0.0,0.0,1,,,,,,,,88b09d6eb8de130805a0ca25629f629aa17872f9c545c808461124594686e32b
scifact,300,dense,,nDCG@10,0.7200042547439368,-0.02415355437761381,-0.048011040085831486,-5.609968924683367e-05,1,,,,,,,,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,dense,,MRR@10,0.6844708994708995,-0.026694444444444448,-0.054393386243386244,0.0014778108465608416,1,,,,,,,,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,dense,,Recall@100,0.9533333333333334,-0.008333333333333333,-0.03166666666666667,0.015,1,,,,,,,,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,sparse,,nDCG@10,0.6795098277652055,-0.06464798135634514,-0.08744843618961569,-0.042857718663123996,1,,,,,,,,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,sparse,,MRR@10,0.6457142857142858,-0.0654510582010582,-0.09209867724867725,-0.04007113095238096,1,,,,,,,,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,sparse,,Recall@100,0.9253333333333335,-0.036333333333333336,-0.060333333333333336,-0.014666666666666668,1,,,,,,,,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L10,10,nDCG@10,0.7380422344459997,-0.006115574675551018,-0.018757117912270378,0.006517774938827865,1,0.0,0.0,0.0,8.673617379884035e-19,0.012642971224546034,3.5,0.5856666666666667,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L10,10,MRR@10,0.7071653439153439,-0.004000000000000001,-0.013725132275132277,0.005019014550264544,1,0.0,0.0,0.0,8.673617379884035e-19,0.012642971224546034,3.5,0.5856666666666667,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L10,10,Recall@100,0.9002222222222223,-0.06144444444444445,-0.08844444444444444,-0.03744444444444445,0,0.0,0.0,0.0,8.673617379884035e-19,0.012642971224546034,3.5,0.5856666666666667,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L20,20,nDCG@10,0.7399942579312869,-0.004163551190263633,-0.015168229925795609,0.0062559667237252125,1,0.10333333333333333,0.0033333333333333335,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,5.8,0.6846666666666666,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L20,20,MRR@10,0.7064880952380952,-0.004677248677248677,-0.013295436507936508,0.002503968253968254,1,0.10333333333333333,0.0033333333333333335,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,5.8,0.6846666666666666,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L20,20,Recall@100,0.9303333333333335,-0.03133333333333333,-0.051666666666666666,-0.014666666666666668,0,0.10333333333333333,0.0033333333333333335,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,5.8,0.6846666666666666,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L50,50,nDCG@10,0.7442501145190544,9.23053975037517e-05,-0.004077603300163388,0.004143392792164188,1,0.96,0.08666666666666667,0.08666666666666667,0.05982889751804311,0.12395595869424827,11.223333333333333,0.8118333333333334,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L50,50,MRR@10,0.7113518518518519,0.0001865079365079365,-0.001654861111111111,0.0020080357142857126,1,0.96,0.08666666666666667,0.08666666666666667,0.05982889751804311,0.12395595869424827,11.223333333333333,0.8118333333333334,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L50,50,Recall@100,0.9633333333333334,0.0016666666666666668,-0.01,0.013333333333333334,0,0.96,0.08666666666666667,0.08666666666666667,0.05982889751804311,0.12395595869424827,11.223333333333333,0.8118333333333334,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L100,100,nDCG@10,0.7397729261989315,-0.004384882922619096,-0.008829327367063539,-0.0010515495892857625,1,1.0,0.4166666666666667,0.4166666666666667,0.3622760916643604,0.4731644035397305,15.616666666666667,0.9088333333333333,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L100,100,MRR@10,0.7093201058201059,-0.0018452380952380953,-0.00375,-0.0004166666666666667,1,1.0,0.4166666666666667,0.4166666666666667,0.3622760916643604,0.4731644035397305,15.616666666666667,0.9088333333333333,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L100,100,Recall@100,0.9616666666666667,0.0,-0.01,0.01,1,1.0,0.4166666666666667,0.4166666666666667,0.3622760916643604,0.4731644035397305,15.616666666666667,0.9088333333333333,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L200,200,nDCG@10,0.7441578091215507,0.0,0.0,0.0,1,1.0,0.6766666666666666,0.6766666666666666,0.6217915462510746,0.7270746039162523,17.966666666666665,0.9638333333333334,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L200,200,MRR@10,0.7111653439153439,0.0,0.0,0.0,1,1.0,0.6766666666666666,0.6766666666666666,0.6217915462510746,0.7270746039162523,17.966666666666665,0.9638333333333334,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L200,200,Recall@100,0.9616666666666667,0.0,0.0,0.0,1,1.0,0.6766666666666666,0.6766666666666666,0.6217915462510746,0.7270746039162523,17.966666666666665,0.9638333333333334,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L500,500,nDCG@10,0.7441578091215507,0.0,0.0,0.0,1,1.0,0.8566666666666667,0.8533333333333334,0.8088374877749912,0.8888948125596631,19.17,0.9881666666666669,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L500,500,MRR@10,0.7111653439153439,0.0,0.0,0.0,1,1.0,0.8566666666666667,0.8533333333333334,0.8088374877749912,0.8888948125596631,19.17,0.9881666666666669,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L500,500,Recall@100,0.965,0.0033333333333333335,0.0,0.01,1,1.0,0.8566666666666667,0.8533333333333334,0.8088374877749912,0.8888948125596631,19.17,0.9881666666666669,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L1000,1000,nDCG@10,0.7441578091215507,0.0,0.0,0.0,1,1.0,0.9266666666666666,0.9133333333333333,0.8760440413057516,0.9401711024819569,19.61,0.9954999999999999,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L1000,1000,MRR@10,0.7111653439153439,0.0,0.0,0.0,1,1.0,0.9266666666666666,0.9133333333333333,0.8760440413057516,0.9401711024819569,19.61,0.9954999999999999,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L1000,1000,Recall@100,0.9616666666666667,0.0,0.0,0.0,1,1.0,0.9266666666666666,0.9133333333333333,0.8760440413057516,0.9401711024819569,19.61,0.9954999999999999,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L2000,2000,nDCG@10,0.7441578091215507,0.0,0.0,0.0,1,1.0,0.99,0.97,0.9439774608583589,0.9841381461905676,19.88,0.9993333333333334,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L2000,2000,MRR@10,0.7111653439153439,0.0,0.0,0.0,1,1.0,0.99,0.97,0.9439774608583589,0.9841381461905676,19.88,0.9993333333333334,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L2000,2000,Recall@100,0.9616666666666667,0.0,0.0,0.0,1,1.0,0.99,0.97,0.9439774608583589,0.9841381461905676,19.88,0.9993333333333334,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L5000,5000,nDCG@10,0.7441578091215507,0.0,0.0,0.0,1,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,20.0,1.0,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L5000,5000,MRR@10,0.7111653439153439,0.0,0.0,0.0,1,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,20.0,1.0,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,fixed-L5000,5000,Recall@100,0.9616666666666667,0.0,0.0,0.0,1,1.0,1.0,1.0,0.9873570287754538,0.9999999999999998,20.0,1.0,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,full-wrrf,,nDCG@10,0.7441578091215507,0.0,0.0,0.0,1,,,,,,,,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,full-wrrf,,MRR@10,0.7111653439153439,0.0,0.0,0.0,1,,,,,,,,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
scifact,300,full-wrrf,,Recall@100,0.9616666666666667,0.0,0.0,0.0,1,,,,,,,,f319018e85013dc6a333d4a5038af6bd88d5473be3872a3609658ff09b8a497f
trec-covid,50,dense,,nDCG@10,0.6648920400442723,-0.14097893790057037,-0.19927176187998027,-0.08396785043822526,1,,,,,,,,870f4fb5fed0817b8acb598244b502e4a5180d5c467d1c4bec867125b7f04782
trec-covid,50,dense,,MRR@10,0.8778888888888889,-0.10877777777777778,-0.18111666666666668,-0.044991666666666784,1,,,,,,,,870f4fb5fed0817b8acb598244b502e4a5180d5c467d1c4bec867125b7f04782
trec-covid,50,dense,,Recall@100,0.12332948666217719,-0.015913745651255716,-0.02472547640953505,-0.007354304485415355,1,,,,,,,,870f4fb5fed0817b8acb598244b502e4a5180d5c467d1c4bec867125b7f04782
