round,snapshot,dataset,queryId,denseDepth,sparseDepth,denseFullDepth,sparseFullDepth,denseReadRatio,sparseReadRatio,denseExhausted,sparseExhausted,orderedMismatch,source_sha256
5,R5,trec-covid-chrono-r5,10,480,480,191175,121120,0.0025107885445272001,0.0039630118890356001,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,11,208,192,191175,109359,0.0010880083692951,0.0017556854031217999,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,12,7792,7776,191175,44298,0.040758467372825902,0.1755383990247866,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,13,176,160,191175,53379,0.00092062246632660001,0.0029974334476104,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,14,176,160,191175,97990,0.00092062246632660001,0.0016328196754770001,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,15,105776,83243,191175,83243,0.55329410226232512,1,False,True,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,16,5232,5216,191175,70371,0.0273675951353471,0.074121442071307705,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,17,4208,4192,191175,81126,0.022011246240355602,0.0516727066538471,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,18,2816,2816,191175,118137,0.014729959461226599,0.023836731929878001,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,19,320,304,191175,101101,0.0016738590296848,0.0030068940960029998,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,20,272,272,191175,126994,0.0014227801752321001,0.0021418334724475001,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,21,416,416,191175,63305,0.0021760167385902001,0.0065713608719689997,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,22,560,544,191175,115077,0.0029292533019484,0.0047272695673330999,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,23,3696,3680,191175,112659,0.0193330717928599,0.032664944655997299,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,24,2816,2816,191175,112872,0.014729959461226599,0.024948614359628599,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,25,560,544,191175,113542,0.0029292533019484,0.0047911785947049998,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,26,7792,7776,191175,90381,0.040758467372825902,0.086035781856806104,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,27,11376,11360,191175,123063,0.059505688505296098,0.092310442618821195,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,28,560,544,191175,99079,0.0029292533019484,0.0054905681325003002,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,29,208,192,191175,124487,0.0010880083692951,0.0015423297211756999,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
5,R5,trec-covid-chrono-r5,30,272,272,191175,110364,0.0014227801752321001,0.0024645717806530999,False,False,False,50e8debfaec7c1f4fe332f84674b5d4972eee9083c7da639f2182f7d09abc07a
